myhome_id,myhome_name,myhome_sub,ss_id,ss_name,ss_sub,score,method
"5494","სადგერის I შეს.","ვარკეთილი","2796","სადგერის ქ.","ვარკეთილი",100,SubDistrict
"5495","სადგერის II შეს.","ვარკეთილი","2796","სადგერის ქ.","ვარკეთილი",100,SubDistrict
"8295","სამეგრელოს I ჩიხ.","მუხიანი","2793","სამეგრელოს ქ.","ავჭალა",100,District
"8296","სამეგრელოს I შეს.","მუხიანი","2793","სამეგრელოს ქ.","ავჭალა",100,District
"10166","სავანელი ხ. ჩიხ.","სოლოლაკი","1007","სავანელის ქ.","მთაწმინდა",100,District
"1279","საიათნოვას II ჩიხი","აბანოთუბანი","1069","საიათნოვას ქ.","სოლოლაკი",100,District
"1325","სართიჭალის შესახვევი","ავლაბარი","871","სართიჭალის ქ.","ავლაბარი",100,SubDistrict
"1326","სარკინეთის ქუჩა; ჩიხი","კუკია","526","სარკინეთის ქ.","ნაძალადევი",100,Global
"2740","დ. სარაჯიშვილის ქ.","კონიაკის დას.","373","დ.სარაჯიშვილის ქ.","გლდანი",100,District
"4748","დ. სარაჯიშვილის ქ.","სოფ. დიღომი","1372","დავით სარაჯიშვილის ქ.","სოფ. დიღომი",91,SubDistrict
"4749","ზ. სარაჯიშვილის ქ.","სოფ. დიღომი","1372","დავით სარაჯიშვილის ქ.","სოფ. დიღომი",91,SubDistrict
"1295","სამრეკლოს I შესახვევი","ავლაბარი","1264","სამრეკლოს ქ.","ავლაბარი",100,SubDistrict
"1296","სამრეკლოს II შესახვევი","ავლაბარი","1264","სამრეკლოს ქ.","ავლაბარი",100,SubDistrict
"1313","სანთლის ქუჩა; შესახვევი","ჩუღურეთი","729","თოიძის ქ.","ჩუღურეთი",100,Geospatial
"3311","დ. სარაჯიშვილის I ჩიხ.","სოფ. დიღომი","66","პ.სარაჯიშვილის ქ.","ვაშლიჯვარი",91,District
"21976","სანდრო შანშიაშვილის ქ.","აეროპორტის დას.","257","შანშიაშვილის ქ.","ლილო",100,District
"3148","ცინცაძე ს. ქ.","საბურთალო","96","ს.ცინცაძის ქ.","საბურთალო",92,SubDistrict
"1337","სევანის ქ.","ავლაბარი","872","სევანის ქ.","ავლაბარი",100,SubDistrict
"1338","სენაკის ქ.","კუკია","1127","სენაკის ქ.","კუკია",100,SubDistrict
"1343","სვირის ქ.","ლოტკინი","530","სვირის ქ.","ნაძალადევი",100,District
"1339","სვანეთის ქ.","ნაძალადევი","529","სვანეთის ქ.","ნაძალადევი",100,SubDistrict
"7718","სვანეთის ქ.","მუხიანი","529","სვანეთის ქ.","ნაძალადევი",100,District
"10177","სვანეთის ქ.","ავჭალა","529","სვანეთის ქ.","ნაძალადევი",100,District
"5749","სვეტიცხოვლის ქ.","სოფ. დიღომი","1370","სვეტიცხოვლის ქ.","სოფ. დიღომი",100,SubDistrict
"7649","სვანეთის ხევ.","ნაძალადევი","529","სვანეთის ქ.","ნაძალადევი",100,SubDistrict
"7256","სვანიშვილი ნ. ქ.","დიდი დიღომი","1472","სვანიშვილის ქ.","დიდი დიღომი",100,SubDistrict
"7719","სვანეთის I შეს.","მუხიანი","529","სვანეთის ქ.","ნაძალადევი",100,District
"10178","სვანეთის I შეს.","ავჭალა","529","სვანეთის ქ.","ნაძალადევი",100,District
"10179","სვანეთის I ჩიხ.","ავჭალა","529","სვანეთის ქ.","ნაძალადევი",100,District
"1345","სიღნაღის ქ.","სვანეთის უბანი","776","სიღნაღის ქ.","ჩუღურეთი",100,District
"1346","სიხარულიძის ქ.","სან. ზონა","606","სიხარულიძის ქ.","სანზონა",100,District
"1376","სხირტლაძე სიმონის ქ.","საბურთალო","109","ფხაკაძის ქ.","საბურთალო",100,Geospatial
"1344","სიონის ქუჩა; შესახვევი","აბანოთუბანი","1072","სიონის ქ.","სოლოლაკი",100,District
"7394","ძმები სლოვინსკების ქ.","ორხევი","1498","ძმები სლოვინსკების ქუჩა","ორხევი",100,SubDistrict
"1354","სომხეთის ქ","ელია","777","სომხეთის ქ.","ჩუღურეთი",100,Global
"1357","სოხუმის ქ.","ავჭალა","2506","სოხუმის ქ.","გლდანი",100,District
"2760","სოხუმის ქ.","წყნეთი","1536","სოხუმის ქ.","ფონიჭალა",100,Global
"3517","სოხუმის ქ.","დიდუბე","653","სოხუმის ქ.","დიდუბე",100,SubDistrict
"1349","სოლოლაკის ქ.","სოლოლაკი","1074","სოლოლაკის ხეივანი,","სოლოლაკი",100,SubDistrict
"1358","სოხუმის 1 ჩიხი","ავჭალა","2506","სოხუმის ქ.","გლდანი",100,District
"1359","სოხუმის 2 ჩიხი","ავჭალა","2506","სოხუმის ქ.","გლდანი",100,District
"1933","სოხუმის ქ.","დიდუბე","653","სოხუმის ქ.","დიდუბე",100,SubDistrict
"1360","სპარტაკის ქუჩა; შესახვევი","ავლაბარი","1263","სპარტაკის ქ.","ავლაბარი",100,SubDistrict
"2601","სტრაბონის ქ.","დიდი დიღომი","1253","სტრაბონის ქ.","დიდი დიღომი",100,SubDistrict
"1362","სტამბის ჩიხი","მთაწმინდა","1418","ლეონიძის ქ.","ავჭალა",100,Geospatial
"1363","სტანისლავსკის ქ.","დიდუბე","654","სტანისლავსკის ქ.","დიდუბე",100,SubDistrict
"4894","კ. სტივენის ქ.","დიდი დიღომი","1250","კრისტიან სტივენის ქ.","დიდი დიღომი",86,SubDistrict
"1371","სურამის ქ.","ჩუღურეთი","781","სურამის ქ.","ჩუღურეთი",100,SubDistrict
"1365","სუვოროვის ქ.","ლოტკინი","532","სუვოროვის ქ.","ნაძალადევი",100,District
"1366","სულაკაურის ქ.","საბურთალო","125","ხვიჩიას ქ.","საბურთალო",100,Geospatial
"1374","სუხიშვილის ქ.","ვარკეთილი","2676","სუხიშვილის ქ.","ვარკეთილი",100,SubDistrict
"1367","სულიაშვილის ქ.","ჩუღურეთი","778","სულიაშვილის ქ.","ჩუღურეთი",100,SubDistrict
"5917","სულთნიშანის ქ.","სოლოლაკი","1321","სულთნიშანის ქ.","სოლოლაკი",100,SubDistrict
"3293","სულხანიშვილის ქ.","სოლოლაკი","779","სულხანიშვილის ქ.","სოლოლაკი",100,SubDistrict
"5919","სულთნიშანის შეს.","სოლოლაკი","1321","სულთნიშანის ქ.","სოლოლაკი",100,SubDistrict
"4738","ი. სურგულაძის ქ.","სოფ. დიღომი","1556","ს.სურგულაძის ქ.","ფონიჭალა",100,Global
"1370","სუნდუკიანის ქუჩა; შესახვევი","ჩუღურეთი","780","სუნდუკიანის ქ.","ჩუღურეთი",100,SubDistrict
"1378","სხულუხიას ქ.","ჩუღურეთი","783","სხულუხიას ქ.","ჩუღურეთი",100,SubDistrict
"1377","სხირტლაძის ქ.","საბურთალო","101","სხირტლაძის ქ.","საბურთალო",100,SubDistrict
"8349","სხირტლაძე ი. ქ.","საბურთალო","101","სხირტლაძის ქ.","საბურთალო",94,SubDistrict
"1375","სხვიტორის ქუჩა; შესახვევი; ჩიხი","ზაჰესი","1527","სხვიტორის ქ.","ზაჰესი",100,SubDistrict
"9208","ტაძრის ქ.","ლილო","1307","ტაძრის ქ.","კონიაკის დას.",100,Global
"1388","ტაშირის ქ.","კუკია","1128","ტაშირის ქ.","ჩუღურეთი",100,District
"1389","ტაშკენტის ქ","საბურთალო","103","ტაშკენტის ქ.","საბურთალო",100,SubDistrict
"6410","ტანძიის ქ.","საბურთალო","102","ტანძიის ქ.","საბურთალო",100,SubDistrict
"1385","ტარიელის ქ.","მთაწმინდა","1460","ტარიელის ქ.","მთაწმინდა",100,SubDistrict
"3054","ტარიელის ქ.","დიდი დიღომი","1008","ტარიელის ქ.","დიდი დიღომი",100,SubDistrict
"1379","ტაბახმელის ქ.","მთაწმინდა","320","ტაბახმელას ქ.","ორთაჭალა",94,Global
"2680","ტაბიძე ტ. ქ.","ვაკე","36","ტ.ტაბიძის ქ.","ვაკე",93,SubDistrict
"7724","ტაბიძე გ. ქ.","კიკეთი","1545","გ.ტაბიძის ქ.","ავჭალა",93,Global
"8463","ტატიშვილი გ. ქ.","საბურთალო","287","ტატიშვილის ქ.","ნავთლუღი",100,Global
"1384","ტაბიძე ტ. შეს.","ვაკე","2","აბაშელის ქ.","ვაკე",100,Geospatial
"1390","ტაშკენტის შესახვევი","საბურთალო","103","ტაშკენტის ქ.","საბურთალო",100,SubDistrict
"3161","ე. ტატიშვილის ქ.","ვერა","916","ე.ტატიშვილის ქ.","ვერა",100,SubDistrict
"22202","ტარიელის ქ.","დიდი დიღომი","1008","ტარიელის ქ.","დიდი დიღომი",100,SubDistrict
"24766","ტაბიძის ქ.","ბეთანია","1544","ა.ტაბიძის ქ.","ლისის ტბა",100,Global
"1393","ტეხურას ქ.","საბურთალო","104","ტეხურის ქ.","საბურთალო",91,SubDistrict
"1392","ტეტელაშვილის ქ.","ჩუღურეთი","785","ტეტელაშვილის ქ.","ჩუღურეთი",100,SubDistrict
"1391","ტელეგრაფის ჩიხი","სოლოლაკი","1076","ტელეგრაფის ჩიხი,","სოლოლაკი",100,SubDistrict
"3689","გ. ტერევენკოს ქ.","დიღმის მასივი","1340","ტერევერკოს ქ.","დიღმის მასივი",80,SubDistrict
"1394","ტვიშის ქ.","ვაზისუბანი","189","ტვიშის ქ.","ვაზისუბანი",100,SubDistrict
"1395","ტიბაანის ქ","სან. ზონა","607","ტიბაანის ქ.","სანზონა",100,District
"1398","ტიხონოვის ქ.","გლდანი","399","ტიხონოვის ქ.","გლდანი",100,SubDistrict
"3427","ტირიფების ქ.","ლისი","1453","ტირიფების ქ.","ლისის ტბა",100,District
"5589","ტირიფონის შეს.","ავლაბარი","1504","ტირიფონის ქ.","ავლაბარი",100,SubDistrict
"3528","თ. ტირონის ქ.","სოფ. დიღომი","1373","თეოდორე ტირონის ქ.","სოფ. დიღომი",83,SubDistrict
"1399","ტოვსტონოგოვის ქ.","ჩუღურეთი","786","ტოვსტონოგოვის ქ.","ჩუღურეთი",100,SubDistrict
"1401","ტოროშელიძის ქუჩა; ჩიხები","ნაძალადევი","608","ტოროშელიძის ქ.","სანზონა",100,District
"1400","ტოლსტოის ქუჩა; შესახვევი","ჩუღურეთი","787","ტოლსტოის ქ.","ჩუღურეთი",100,SubDistrict
"1402","ტრანსპორტის ქ.","დიდუბე","655","ტრანსპორტის ქ.","დიდუბე",100,SubDistrict
"1404","ტუსკიას ქ.","საბურთალო","105","ტუსკიას ქ.","საბურთალო",100,SubDistrict
"1403","ტურგენევის ქ.","ჩუღურეთი","788","ტურგენევის ქ.","ჩუღურეთი",100,SubDistrict
"4900","ჟ. ტურნეფორის ქ.","დიდი დიღომი","2666","ჟოზეფ ტურნეფორის ქ.","დიდი დიღომი",89,SubDistrict
"1411","ტყვიავის ქ","ჩუღურეთი","789","ტყვიავის ქ.","ჩუღურეთი",100,SubDistrict
"1413","ტყიბულის ქ.","თემქა","414","ტყიბულის ქ.","თემქა",100,SubDistrict
"1410","ტყვარჩელის ქ.","საბურთალო","106","ტყვარჩელის ქ.","საბურთალო",100,SubDistrict
"1405","ტყეკულტურის ქ.","ჩუღურეთი","536","ტყეშელაშვილის ქ.","ჩუღურეთი",100,Geospatial
"1412","ტყვიავის ჩიხი","ჩუღურეთი","789","ტყვიავის ქ.","ჩუღურეთი",100,SubDistrict
"1406","ტყეკულტურის I შეს.","ჩუღურეთი","536","ტყეშელაშვილის ქ.","ჩუღურეთი",100,Geospatial
"1407","ტყეკულტურის II შეს.","ჩუღურეთი","536","ტყეშელაშვილის ქ.","ჩუღურეთი",100,Geospatial
"1409","ტყეკულტურის IV შეს.","ჩუღურეთი","561","წყაროს ქ.","ნაძალადევი",100,Geospatial
"1408","ტყეკულტურის III შეს.","ჩუღურეთი","561","წყაროს ქ.","ნაძალადევი",100,Geospatial
"4768","მ. უგრელიძის ქ.","სოფ. დიღომი","1368","უგრელიძის ქ.","სოფ. დიღომი",100,SubDistrict
"1414","დ. უზნაძის ქ.","ჩუღურეთი","791","უზნაძის ქ.","ჩუღურეთი",100,SubDistrict
"1415","უიარაღოს ქუჩა; შესახვევიახვევები","ლოტკინი","476","კელაპტრიშვილის ქ.","ნაძალადევი",100,Geospatial
"1419","უკლებას ქ.","მთაწმინდა","2556","კ. უკლებას ქ.","მთაწმინდა",100,SubDistrict
"1420","უმიკაშვილის ქ.","ვერა","940","უმიკაშვილის ქ.","ვერა",100,SubDistrict
"3654","უნივერსიტეტის ქ.","საბურთალო","107","უნივერსიტეტის ქ.","საბურთალო",100,SubDistrict
"8357","უნივერსიტეტის I შეს.","საბურთალო","107","უნივერსიტეტის ქ.","საბურთალო",100,SubDistrict
"1421","უნივერსიტეტის ქუჩა #2,3,6","საბურთალო","107","უნივერსიტეტის ქ.","საბურთალო",100,SubDistrict
"1422","უნივერსიტეტის ქუჩა #5,7,9","საბურთალო","107","უნივერსიტეტის ქ.","საბურთალო",100,SubDistrict
"13021","უორდროპი მ. ქ.","ისანი","2641","მარჯორი უორდროპის მე-2 ჩიხი","ისანი",88,SubDistrict
"1425","ურიდიას ქ","ლოტკინი","538","ურიდიას ქ.","ნაძალადევი",100,District
"1423","ურბნისის ქ.","ავლაბარი","875","ურბნისის ქ.","ავლაბარი",100,SubDistrict
"1426","ურიდიას ჩიხი","ლოტკინი","538","ურიდიას ქ.","ნაძალადევი",100,District
"3606","რ. ურიდიას ქ.","ლოტკინი","538","ურიდიას ქ.","ნაძალადევი",100,District
"1424","ურეკის ქუჩა; ჩიხი","თემქა","415","ურეკის ქ.","თემქა",100,SubDistrict
"1427","უფლისციხის ქ.","კუკია","793","უფლისციხის ქ.","კუკია",100,SubDistrict
"1428","უშაკოვის ქ.","ვაზისუბანი","190","უშაკოვის ქ.","ისანი",100,District
"1659","ჩხეიძე უშანგის ქ.","ჩუღურეთი","790","უ.ჩხეიძის ქ.","ჩუღურეთი",100,Geospatial
"1429","უჩანეიშვილის ქ","ბაგები","51","უჩანეიშვილის ქ.","ბაგები",100,SubDistrict
"1432","უჩანეიშვილის I ჩიხი","ბაგები","49","უჩანეიშვილის I შეს.","ბაგები",100,SubDistrict
"1433","უჩანეიშვილის II ჩიხი","ბაგები","50","უჩანეიშვილის II შეს.","ბაგები",100,SubDistrict
"1434","უჩანეიშვილის III ჩიხი","ბაგები","2782","უჩანეიშვილის III შეს.","ბაგები",100,SubDistrict
"22013","უძოს ქ.","ვარკეთილი","2517","უძოს ქ.","ვაზისუბანი",100,District
"1435","უწერის ქუჩა;  ჩიხი","ავჭალა","1173","უწერის ქ.","ავჭალა",100,SubDistrict
"1436","უწერის I შესახვევი","ავჭალა","1173","უწერის ქ.","ავჭალა",100,SubDistrict
"1437","უწერის II შესახვევი","ავჭალა","1173","უწერის ქ.","ავჭალა",100,SubDistrict
"1438","უჯარმის ქ","ისანი","244","უჯარმის ქ.","ისანი",100,SubDistrict
"1441","უჯარმის ჩიხი","ისანი","244","უჯარმის ქ.","ისანი",100,SubDistrict
"1439","უჯარმის I შესახვევი","ისანი","244","უჯარმის ქ.","ისანი",100,SubDistrict
"1440","უჯარმის II შესახვევი","ისანი","244","უჯარმის ქ.","ისანი",100,SubDistrict
"1447","ფარავნის ქ","კუკია","795","ფარავნის ქ.","ჩუღურეთი",100,District
"1454","ფაღავას ქ.","ავლაბარი","876","ფაღავას ქ.","ავლაბარი",100,SubDistrict
"3058","ფატმანის ქ.","დიდი დიღომი","1286","ფატმანის ქ.","დიდი დიღომი",100,SubDistrict
"3133","ფარსადანის ქ.","დიდი დიღომი","1298","ფარსადანის ქ.","დიდი დიღომი",100,SubDistrict
"7848","ფარჯიანის შეს.","ვაშლიჯვარი","2650","ი.ფარჯიანის ქ.","ვაშლიჯვარი",100,SubDistrict
"11379","ფაღავა ა. ქ.","ნავთლუღი","876","ფაღავას ქ.","ავლაბარი",100,Global
"7847","ფარჯიანი ი. ქ.","ვაშლიჯვარი","2650","ი.ფარჯიანის ქ.","ვაშლიჯვარი",100,SubDistrict
"3130","ფალიაშვილი ზ. ქ.","ვაკე","37","ფალიაშვილის ქ.","ვაკე",100,SubDistrict
"1449","ფარავანის I ჩიხი","კუკია","734","კაპანაძის ქ.","კუკია",100,Geospatial
"1442","ფაბრიკის შესახვევი","კრწანისი","2749","ფაბრიკის შესახვევი","აბანოთუბანი",100,District
"1448","ფარავანის შესახვევი","კუკია","795","ფარავნის ქ.","ჩუღურეთი",92,District
"1450","ფარავანის II ჩიხი","კუკია","734","კაპანაძის ქ.","კუკია",100,Geospatial
"1451","ფარავანის III ჩიხი","კუკია","734","კაპანაძის ქ.","კუკია",100,Geospatial
"3206","ფანასკერტელ-ციციშვილის ქ.","საბურთალო","108","ფანასკერტელის ქ.","საბურთალო",100,SubDistrict
"12852","ფანასკერტელ-ციციშვილის ქ.","მესამე მასივი","1410","ფანასკერტელ-ციციშვილის ქ.","მესამე მასივი",100,SubDistrict
"1443","ფალიაშვილის ქუჩა #2-82, 1-57","ვაკე","4","არაყიშვილის ქ.","ვაკე",100,Geospatial
"2681","ზ. ფანასკერტელ-ციციშვილის ქ.","მესამე მასივი","1410","ფანასკერტელ-ციციშვილის ქ.","მესამე მასივი",100,SubDistrict
"1444","ფალიაშვილის ქუჩა #59-87, 84-118","ვაკე","27","მიშველაძის ქ.","ვაკე",100,Geospatial
"2741","ფერმწერთა ქ.","ნუცუბიძის ფერდობი","1243","ფერმწერთა ქ.","ლისის ტბა",100,District
"1458","ფერისცვალების ქ","ავლაბარი","877","ფერისცვალების ქ.","ავლაბარი",100,SubDistrict
"6802","ფერმწერთა შეს.","ნუცუბიძის ფერდობი","1243","ფერმწერთა ქ.","ლისის ტბა",100,District
"1461","ფერისცვალების ჩიხი","ავლაბარი","877","ფერისცვალების ქ.","ავლაბარი",100,SubDistrict
"3081","გ. ფერაძის ქ.","დიღომი 1-9","218","გ. ფერაძის ქ.","დიღომი 1-9",100,SubDistrict
"37844","ფეიქართა ქ.","სან. ზონა","609","ფეიქართა ქ.","სანზონა",100,District
"1460","ფერისცვალების შესახვევი","ავლაბარი","877","ფერისცვალების ქ.","ავლაბარი",100,SubDistrict
"1456","ფეიქართა ქუჩა #2-12","სან. ზონა","609","ფეიქართა ქ.","სანზონა",100,District
"1462","ფილიას ქ.","ლოტკინი","539","ფილიას ქ.","ნაძალადევი",100,District
"1463","ფირდოუსის ქ","აბანოთუბანი","878","ფირდოუსის ქ.","აბანოთუბანი",100,SubDistrict
"1465","ფიროსმანის ქ.","დიდი დიღომი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",100,Global
"4771","ფიროსმანის ქ.","სოფ. დიღომი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",100,Global
"9579","ფიროსმანის ქ.","სოფ. გლდანი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",100,SubDistrict
"10709","ფიროსმანის ქ.","ორხევი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",100,Global
"1464","ფირდოუსის ჩიხი","აბანოთუბანი","878","ფირდოუსის ქ.","აბანოთუბანი",100,SubDistrict
"9580","ფიროსმანის I ჩიხ.","სოფ. გლდანი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",84,SubDistrict
"9581","ფიროსმანის II ჩიხ.","სოფ. გლდანი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",100,SubDistrict
"6099","ფიზკულტურის IV ჩიხ.","საბურთალო","88","მიროტაძის ქ.","საბურთალო",100,Geospatial
"2607","ნ. ფიროსმანის ქ.","ჩუღურეთი","796","ფიროსმანის ქ.","ჩუღურეთი",100,SubDistrict
"9582","ფიროსმანის III ჩიხ.","სოფ. გლდანი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",84,SubDistrict
"6098","ფიზკულტურის III ჩიხ.","საბურთალო","88","მიროტაძის ქ.","საბურთალო",100,Geospatial
"1466","ფიროსმანის ქუჩა(წყნეთი)","წყნეთი","796","ფიროსმანის ქ.","ჩუღურეთი",100,Global
"1468","ფიროსმანის  II ჩიხი (წყნეთი)","წყნეთი","2534","ფიროსმანის II ჩიხი","სოფ. გლდანი",100,Global
"1473","ფოთის ქ.","დიდუბე","656","ფოთის ქ.","დიდუბე",100,SubDistrict
"1474","ფოსტის ქ.","ავლაბარი","879","ფოსტის ქ.","ავლაბარი",100,SubDistrict
"1476","ფოსტის ჩიხი","ავლაბარი","879","ფოსტის ქ.","ავლაბარი",100,SubDistrict
"1478","ფოცხიშვილის ქ.","ავჭალა","366","ფოცხიშვილის ქ.","ავჭალა",100,SubDistrict
"1477","ფოცხვერაშვილის ქ.","ჩუღურეთი","797","ფოცხვერაშვილის ქ.","ჩუღურეთი",100,SubDistrict
"2717","ქვემო ფონიჭალა","ფონიჭალა","1513","ფონიჭალა 3","ფონიჭალა",89,SubDistrict
"1475","ფოსტის შესახვევი","ავლაბარი","879","ფოსტის ქ.","ავლაბარი",100,SubDistrict
"1479","ფრანგულიანის ქუჩა; შესახვევი","ლილო","334","გოკიელის ქ.","ლილო",100,Geospatial
"1480","ფურცელაძის ქ.","მთაწმინდა","1009","ფურცელაძის ქ.","მთაწმინდა",100,SubDistrict
"1481","ფშავის ქ.","ელია","798","ფშავის ქ.","ელია",100,SubDistrict
"1482","ფხოვის ქ.","მთაწმინდა","1010","ფხოვის ქ.","მთაწმინდა",100,SubDistrict
"9996","ფხაკაძე ო. ქ.","საბურთალო","109","ფხაკაძის ქ.","საბურთალო",80,SubDistrict
"12892","ქართლის ქ.","ნაძალადევი","610","ქართლის ქ.","ნაძალადევი",100,SubDistrict
"1483","ქავთარაძის ქ.","საბურთალო","156","ქავთარაძის ქ.","საბურთალო",100,SubDistrict
"1486","ქართველიშვილის ქ.","ნაძალადევი","540","ქართველიშვილის ქ.","ნაძალადევი",100,SubDistrict
"1487","ქართლელიშვილის ქ.","ლოტკინი","1454","ლ.ქართლელიშვილის ქ.","ნაძალადევი",100,District
"12609","ქავთარაძე მ. ქ.","ნაძალადევი","496","მ. ქავთარაძის ქ.","ნაძალადევი",95,SubDistrict
"1490","ქართლის I ჩიხი","ნაძალადევი","610","ქართლის ქ.","ნაძალადევი",100,SubDistrict
"1491","ქართლის II ჩიხი","ნაძალადევი","610","ქართლის ქ.","ნაძალადევი",100,SubDistrict
"7399","ქართველიშვილი ა. ქ.","ორხევი","540","ქართველიშვილის ქ.","ნაძალადევი",100,Global
"1492","ქართლის III ჩიხი","ნაძალადევი","610","ქართლის ქ.","ნაძალადევი",100,SubDistrict
"1489","ქართლის II-შესახვევი","ნაძალადევი","610","ქართლის ქ.","ნაძალადევი",100,SubDistrict
"2952","ქერჩის ქ.","გლდანი","400","ქერჩის ქ.","გლდანი",100,SubDistrict
"1493","ქებურიას ქ.","ნაძალადევი","541","ქებურიას ქ.","ნაძალადევი",100,SubDistrict
"1515","ქიქოძის ქ.","სოლოლაკი","1078","ქიქოძის ქ.","სოლოლაკი",100,SubDistrict
"3673","ქიზიყის ქ.","ნავთლუღი","288","ქიზიყის ქ.","ნავთლუღი",100,SubDistrict
"7725","ქიაჩელის ქ.","კიკეთი","941","ქიაჩელის ქ.","ვერა",100,Global
"1508","ქინქლაძის ქ.","კუკია","543","ქინქლაძის ქ.","ჩუღურეთი",100,District
"1509","ქინძმარაულის ქ.","სამგორი","1416","ქინძმარაულის II შესახვ.","სამგორი",100,SubDistrict
"1512","ქინძმარაულის შეს.","სამგორი","353","ქინძმარაულის ქ.","სამგორი",100,SubDistrict
"3489","ზ. ქიქოძის ქ.","მთაწმინდა","978","ზ. ქიქოძის ქ.","მთაწმინდა",100,SubDistrict
"1505","ლ. ქიაჩელის ქ.","ვერა","941","ქიაჩელის ქ.","ვერა",100,SubDistrict
"1507","ქიზიყის ქუჩა; #33","ნავთლუღი","288","ქიზიყის ქ.","ნავთლუღი",100,SubDistrict
"1514","ქინძმარაულის II ჩიხი","სამგორი","1416","ქინძმარაულის II შესახვ.","სამგორი",100,SubDistrict
"1513","ქინძმარაულის II-შესახვევი","სამგორი","1416","ქინძმარაულის II შესახვ.","სამგორი",100,SubDistrict
"11878","ქოშიგორა","დიდი დიღომი","1399","ქოშიგორა","დიდი დიღომი",100,SubDistrict
"1516","ქობულაძის ქ.","ვაზისუბანი","1328","ქობულაძის ქ.","ვაზისუბანი",100,SubDistrict
"2711","ქობულეთის ქ.","ვაკე","38","ქობულეთის ქ.","ვაკე",100,SubDistrict
"3016","ქოშიგორას ქ.","დიდი დიღომი","1399","ქოშიგორა","დიდი დიღომი",100,SubDistrict
"1519","ქობულეთის I ჩიხი","ვაკე","38","ქობულეთის ქ.","ვაკე",100,SubDistrict
"1518","ქობულეთის I შესახვევი","ვაკე","38","ქობულეთის ქ.","ვაკე",100,SubDistrict
"1517","ქობულეთის ქუჩა; შესახვევი","ვაკე","38","ქობულეთის ქ.","ვაკე",100,SubDistrict
"1521","ქსნის ჩიხი","სან. ზონა","612","ქსნის ქ.","სანზონა",100,District
"1523","ქსოვრელის 1 ჩიხი","ნაძალადევი","613","ქსოვრელის ქ.","ნაძალადევი",100,SubDistrict
"1524","ქსოვრელის 2 ჩიხი","ნაძალადევი","613","ქსოვრელის ქ.","ნაძალადევი",100,SubDistrict
"1520","ქსნის ქუჩა; შესახვევიახვევები, ჩიხი","სან. ზონა","615","ღრმაღელის ქ.","ნაძალადევი",100,Geospatial
"1531","ქუმსიაშვილის ქუჩა; ჩიხი","კრწანისი","321","ქუმსიაშვილის ქ.","ორთაჭალა",100,Global
"1538","ქურხულის ქუჩა; შესახვევი","ავლაბარი","881","ქურხულის ქ.","ავლაბარი",100,SubDistrict
"1527","ქუთათელაძის ქუჩა შესახვევი","მთაწმინდა","954","ა.ქუთათელაძის ქ.","მთაწმინდა",100,SubDistrict
"1529","ქუთაისის ქ.","დიდუბე","657","ქუთაისის ქ.","დიდუბე",100,SubDistrict
"1539","ქუჩიშვილის ქ.","ვერა","942","ქუჩიშვილის ქ.","ვერა",100,SubDistrict
"1528","ქუთათელი ა. ქ.","საბურთალო","112","ქუთათელის ქ.","საბურთალო",100,SubDistrict
"1533","ქურდიანი ა. ქ.","დიდუბე","626","ა.ქურდიანის ქ.","დიდუბე",100,SubDistrict
"1534","ქურდიანი ს. ქ.","ნაძალადევი","1296","ქურდიანის ქ.","ნაძალადევი",100,SubDistrict
"3431","შინდისის ქუჩები","შინდისი","1013","შინდისის ქ.","მთაწმინდა",100,Global
"11373","ქურდიანი ზ. ქ.","ჩუღურეთი","2804","ზ. ქურდიანის ქ.","ჩუღურეთი",100,SubDistrict
"13369","ქუთათელი დ. ქ.","სამგორი","112","ქუთათელის ქ.","საბურთალო",100,Global
"1808","ჭრელაშვილის ქუჩა","ისანი","294","ჭრელაშვილის ქ.","ისანი",100,SubDistrict
"1526","ქუთათელაძე კ. ქ.","საბურთალო","1411","კ. ქუთათელაძის ქ.","საბურთალო",96,SubDistrict
"2653","ქუთათელაძე ი. ქ.","ვაკე","39","ქუთათელაძის ქ.","ვაკე",95,SubDistrict
"10530","ქუთათელაძე ა. ქ.","ნაძალადევი","954","ა.ქუთათელაძის ქ.","მთაწმინდა",96,Global
"1530","ქუთაისის შესახვევი","დიდუბე","657","ქუთაისის ქ.","დიდუბე",100,SubDistrict
"1644","ჩიტაიას ქუჩა #1-7","კუკია","806","ჩიტაიას ქ.","ჩუღურეთი",100,District
"1532","ქუმსიაშვილის შესახვევი","კრწანისი","321","ქუმსიაშვილის ქ.","ორთაჭალა",100,Global
"1565","ყირიმის ქუჩა; ჩიხი","კუკია","545","ყირიმის ქ.","ნაძალადევი",100,Global
"1761","წყნეთის ქუჩა; ხევი","ვაკე","47","წყნეთის ქ.","ვაკე",100,SubDistrict
"1872","ჯავახეთის ქუჩა; 3-ქ","ვარკეთილი","210","ჯავახეთის ქ.","ვარკეთილი",100,SubDistrict
